0001.HK,847114.6500000006,-0.1528853499999994
0002.HK,821801.9999999999,-0.1781980000000001
0003.HK,632480.8252,-0.3675191748
0005.HK,1157611.7999999998,0.1576117999999998
0006.HK,935121.0000000002,-0.06487899999999977
0011.HK,980612.6,-0.019387400000000023
0012.HK,711182.6000000003,-0.28881739999999967
0016.HK,793952.2,-0.20604780000000006
0017.HK,694875.2223760001,-0.30512477762399987
0027.HK,725703.9834580002,-0.27429601654199975
0066.HK,931177.9500000001,-0.06882204999999993
0101.HK,846525.2000000003,-0.1534747999999997
0175.HK,579735.9100000001,-0.42026408999999987
0241.HK,281483.0899999998,-0.7185169100000002
0267.HK,1254920.5899999999,0.25492058999999984
0288.HK,950661.6799999997,-0.049338320000000296
0291.HK,726837.75,-0.27316225
0316.HK,1457584.9499999995,0.4575849499999995
0386.HK,829039.8400000002,-0.1709601599999998
0388.HK,645179.7999999998,-0.3548202000000002
0669.HK,738424.8000000002,-0.26157519999999984
0688.HK,1206507.52,0.20650752000000003
0700.HK,872974.0000000001,-0.1270259999999999
0762.HK,930329.9099999999,-0.06967009000000009
0823.HK,903213.1,-0.09678690000000002
0857.HK,1423561.4500000002,0.4235614500000002
0868.HK,455204.81999999983,-0.5447951800000002
0881.HK,976662.4635719998,-0.023337536428000197
0883.HK,1750232.4199999997,0.7502324199999997
0939.HK,790324.2400000002,-0.20967575999999977
0941.HK,1253561.4499999997,0.25356144999999974
0960.HK,756668.3500000001,-0.2433316499999999
0968.HK,897856.0600000002,-0.10214393999999982
0981.HK,734335.6300000001,-0.26566436999999987
0992.HK,715933.6,-0.2840664
1038.HK,932552.9000000005,-0.06744709999999951
1044.HK,640189.15,-0.35981084999999996
1088.HK,1241899.9299999997,0.2418999299999997
1093.HK,880310.1800000006,-0.11968981999999936
1109.HK,977672.9999999999,-0.022327000000000118
1113.HK,1203153.9500000002,0.2031539500000002
1177.HK,642811.7800000001,-0.35718821999999983
1211.HK,1547935.6000000006,0.5479356000000005
1299.HK,655147.5499999999,-0.3448524500000001
1378.HK,1070465.44,0.07046543999999995
1398.HK,804376.4700000003,-0.19562352999999968
1810.HK,452220.4300000001,-0.5477795699999999
1876.HK,856591.7387590001,-0.14340826124099992
1928.HK,537931.9499999998,-0.4620680500000002
1929.HK,1751371.9599999993,0.7513719599999993
1997.HK,814059.4,-0.18594059999999998
2020.HK,652119.7999999998,-0.3478802000000002
2269.HK,844749.1500000001,-0.15525084999999986
2313.HK,495113.6499999999,-0.50488635
2318.HK,436148.80000000005,-0.5638512
2319.HK,647596.0,-0.352404
2331.HK,914272.5699799999,-0.08572743002000009
2382.HK,661361.8499999996,-0.33863815000000036
2388.HK,1421672.9500000002,0.4216729500000002
2628.HK,901725.5200000001,-0.09827447999999986
2688.HK,756551.4999999999,-0.24344850000000012
3690.HK,881655.8000000004,-0.11834419999999961
3692.HK,366656.28999999975,-0.6333437100000002
3968.HK,818802.2999999997,-0.1811977000000003
3988.HK,1040095.7300000004,0.04009573000000045
6098.HK,211741.50000000032,-0.7882584999999996
6862.HK,389390.62000000005,-0.6106093799999999
9618.HK,760879.9999999998,-0.23912000000000022
9633.HK,1032580.2,0.032580199999999955
9888.HK,611049.1,-0.38895090000000004
9988.HK,473369.1,-0.5266309
9999.HK,704450.0,-0.29555
0322.HK,1560272.34,0.56027234
1209.HK,727244.2999999998,-0.2727557000000002
6690.HK,774218.4999999997,-0.22578150000000036
0836.HK,836943.04,-0.16305695999999997
2899.HK,1066010.3000000003,0.06601030000000029
6618.HK,431318.6500000001,-0.5686813499999999
9961.HK,924229.4,-0.07577059999999998
1099.HK,894277.33,-0.10572267000000005
0001.HK,719616.4,-0.28038359999999996
0002.HK,936577.75,-0.06342225
0003.HK,878805.148004,-0.12119485199600004
0005.HK,675452.7999999999,-0.3245472000000001
0006.HK,815956.0,-0.184044
0011.HK,758972.2,-0.24102780000000004
