0001.HK,849941.65,-0.15005834999999998
0002.HK,743042.6000000001,-0.2569573999999999
0003.HK,521389.1600000002,-0.4786108399999998
0005.HK,1415055.0000000002,0.41505500000000023
0006.HK,765172.0,-0.234828
0011.HK,792444.0999999999,-0.20755590000000013
0012.HK,641822.9999999999,-0.35817700000000013
0016.HK,882192.4500000001,-0.11780754999999993
0017.HK,527128.2999999999,-0.47287170000000006
0027.HK,1361701.45,0.36170145
0066.HK,735582.0,-0.264418
0101.HK,649563.2,-0.35043680000000005
0175.HK,392578.99,-0.60742101
0241.HK,626888.7000000001,-0.3731112999999999
0267.HK,975185.0800000001,-0.024814919999999924
0288.HK,783517.26,-0.21648273999999998
0291.HK,1006365.8499999997,0.006365849999999744
0316.HK,1515111.7999999998,0.5151117999999998
0386.HK,1197326.5300000005,0.1973265300000005
0388.HK,637434.8,-0.3625652
0669.HK,516278.9,-0.48372109999999996
0688.HK,1220232.2,0.22023219999999996
0700.HK,632281.6000000001,-0.3677183999999999
0762.HK,1164929.8400000003,0.16492984000000033
0823.HK,558415.25,-0.44158475
0857.HK,1355282.5299999998,0.3552825299999998
0868.HK,613657.3499999999,-0.3863426500000001
0881.HK,337504.8499999999,-0.6624951500000001
0883.HK,1471129.32,0.4711293200000001
0939.HK,1030715.8999999996,0.030715899999999557
0941.HK,1215533.8499999999,0.21553384999999986
0960.HK,453750.4999999997,-0.5462495000000003
0968.HK,721020.0900000001,-0.27897990999999994
0981.HK,1418599.05,0.41859905000000003
0992.HK,978861.9100000004,-0.021138089999999617
1038.HK,727885.3,-0.27211469999999993
1044.HK,655787.5000000001,-0.34421249999999987
1088.HK,1536532.2799999998,0.5365322799999998
1093.HK,854824.94,-0.14517506000000005
1109.HK,867295.4500000001,-0.13270454999999992
1113.HK,889623.4999999998,-0.11037650000000024
1177.HK,833102.83,-0.16689717000000004
1211.HK,913243.1999999997,-0.08675680000000027
1299.HK,772465.0,-0.227535
1378.HK,779795.3900000002,-0.22020460999999975
1398.HK,956647.7799999999,-0.04335222000000009
1810.HK,570215.7100000001,-0.4297842899999999
1876.HK,851383.5000000001,-0.14861649999999987
1928.HK,1815960.3799999997,0.8159603799999997
1929.HK,1243648.9999999998,0.24364899999999975
1997.HK,739677.4999999998,-0.26032250000000023
2020.HK,1118102.7500000002,0.11810275000000023
2269.HK,532263.3999999999,-0.4677366000000001
2313.HK,445910.4999999999,-0.5540895000000001
2318.HK,1091915.9999999998,0.09191599999999976
2319.HK,636851.7999999999,-0.3631482000000001
2331.HK,641738.7500000005,-0.35826124999999953
2382.HK,311660.0,-0.68834
2388.HK,1004278.0999999999,0.00427809999999986
2628.HK,1110229.4800000002,0.11022948000000021
2688.HK,466564.89999999997,-0.5334351
3690.HK,489121.9,-0.5108781
3692.HK,1143337.0200000005,0.14333702000000048
3968.HK,514429.69999999995,-0.48557030000000007
3988.HK,1041560.6500000001,0.041560650000000136
6098.HK,166121.72999999998,-0.83387827
6862.HK,1419050.47,0.41905046999999995
9618.HK,464540.10000000003,-0.5354598999999999
9633.HK,1029795.4000000005,0.02979540000000049
9888.HK,2234125.9760960005,1.2341259760960006
9988.HK,1223922.85,0.2239228500000001
9999.HK,1350730.3000000005,0.3507303000000005
0322.HK,915182.1400000001,-0.08481785999999987
1209.HK,878051.0499999999,-0.12194895000000007
6690.HK,779719.75,-0.22028025
0836.HK,828118.81,-0.17188118999999993
2899.HK,1723309.0599999998,0.7233090599999998
6618.HK,689837.7999999999,-0.31016220000000005
9961.HK,1302511.5999999996,0.3025115999999996
1099.HK,1291429.0299999996,0.2914290299999996
